,SG_UF,SG_UE,NM_UE,CD_MUNICIPIO,NM_MUNICIPIO,NR_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS
560539,DF,BR,BRASIL,97012,BRASÍLIA,13,PT,16398
560540,AM,BR,BRASIL,2550,MANAUS,17,PSL,51214
560556,RN,BR,BRASIL,17710,PARANÁ,17,PSL,213
560557,PB,BR,BRASIL,20052,CUITEGI,17,PSL,933
560567,ZZ,BR,BRASIL,29459,BUDAPESTE,17,PSL,56
560568,BA,BR,BRASIL,37893,PILÃO ARCADO,17,PSL,2188
560569,BA,BR,BRASIL,38539,SANTA BRÍGIDA,17,PSL,934
560699,PR,BR,BRASIL,77550,PAULO FRONTIN,13,PT,1659
560700,SC,BR,BRASIL,80136,ALFREDO WAGNER,13,PT,1479
560710,RS,BR,BRASIL,89028,ARROIO DO PADRE,13,PT,399
560711,MS,BR,BRASIL,91499,ROCHEDO,13,PT,922
560712,PA,BR,BRASIL,4278,BELÉM,17,PSL,41344
560713,PA,BR,BRASIL,4375,BUJARU,17,PSL,3404
560727,MA,BR,BRASIL,7447,CENTRO DO GUILHERME,17,PSL,650
560728,MA,BR,BRASIL,7749,JATOBÁ,17,PSL,650
560729,PI,BR,BRASIL,10405,PASSAGEM FRANCA DO PIAUÍ,17,PSL,474
560754,MG,BR,BRASIL,41602,SÃO JOÃO DAS MISSÕES,17,PSL,1271
560755,MG,BR,BRASIL,42420,TAPARUBA,17,PSL,981
560756,MG,BR,BRASIL,51551,SANTA LUZIA,17,PSL,25808
561221,SP,BR,BRASIL,66915,MENDONÇA,17,PSL,2121
561222,SP,BR,BRASIL,69213,PRAIA GRANDE,17,PSL,50260
561238,SC,BR,BRASIL,81418,IMARUÍ,17,PSL,4288
561239,RS,BR,BRASIL,87467,PORTO MAUÁ,17,PSL,1125
561258,GO,BR,BRASIL,96172,TAQUARAL DE GOIÁS,17,PSL,1759
561259,DF,BR,BRASIL,97012,BRASÍLIA,17,PSL,57955
561387,MG,BR,BRASIL,47058,JAPARAÍBA,17,PSL,1394
561388,MG,BR,BRASIL,49514,PASSA QUATRO,17,PSL,5360
561389,MG,BR,BRASIL,52752,SÃO MIGUEL DO ANTA,17,PSL,1405
561390,MG,BR,BRASIL,53678,TARUMIRIM,17,PSL,3712
561397,SP,BR,BRASIL,64777,GUARULHOS,17,PSL,50820
561398,SP,BR,BRASIL,67679,NOVA LUZITÂNIA,17,PSL,1200
561404,SC,BR,BRASIL,81272,GUARAMIRIM,17,PSL,18653
561405,RS,BR,BRASIL,85219,ARROIO DOS RATOS,17,PSL,3883
561406,RS,BR,BRASIL,86525,CARLOS GOMES,17,PSL,542
561423,MT,BR,BRASIL,89834,PARANATINGA,17,PSL,6686
561424,MT,BR,BRASIL,90506,CAMPO VERDE,17,PSL,14839
561425,GO,BR,BRASIL,92029,BONFINÓPOLIS,17,PSL,2563
561426,MT,BR,BRASIL,99074,INDIAVAÍ,17,PSL,824
561571,SP,BR,BRASIL,61964,MESÓPOLIS,17,PSL,713
561572,SP,BR,BRASIL,66931,MERIDIANO,17,PSL,1576
561573,SP,BR,BRASIL,67130,MOGI DAS CRUZES,17,PSL,32994
561574,SP,BR,BRASIL,67458,NARANDIBA,17,PSL,1601
561575,SP,BR,BRASIL,70394,SANTA LÚCIA,17,PSL,2824
561582,AM,BR,BRASIL,2038,ANORI,13,PT,3681
561583,PA,BR,BRASIL,4278,BELÉM,13,PT,29220
561584,AP,BR,BRASIL,6106,SERRA DO NAVIO,13,PT,1240
561585,PI,BR,BRASIL,12670,CARAÚBAS DO PIAUÍ,13,PT,2723
561589,PR,BR,BRASIL,77798,PORECATU,17,PSL,4267
561590,PR,BR,BRASIL,78034,RANCHO ALEGRE,17,PSL,1572
561591,SC,BR,BRASIL,81256,GUARACIABA,17,PSL,4207
561592,SC,BR,BRASIL,83658,TROMBUDO CENTRAL,17,PSL,3431
561602,SE,BR,BRASIL,31470,GENERAL MAYNARD,13,PT,1402
561616,BA,BR,BRASIL,34177,CAMPO ALEGRE DE LOURDES,13,PT,13064
561617,BA,BR,BRASIL,35556,IBIRAPITANGA,13,PT,7291
562478,MG,BR,BRASIL,40088,CARNEIRINHO,13,PT,2871
562479,MG,BR,BRASIL,40649,SANTA BÁRBARA DO LESTE,13,PT,2039
562480,MG,BR,BRASIL,42170,CAMPANHA,13,PT,1824
562481,MG,BR,BRASIL,44130,CRUZEIRO DA FORTALEZA,13,PT,989
562482,MG,BR,BRASIL,45217,FORMIGA,13,PT,10499
562483,MG,BR,BRASIL,46477,ITAJUBÁ,13,PT,11330
562499,MG,BR,BRASIL,50571,PRATÁPOLIS,13,PT,1999
562500,SP,BR,BRASIL,68454,PEDRO DE TOLEDO,13,PT,1584
562501,SP,BR,BRASIL,69698,RIBEIRÃO PRETO,13,PT,20982
562519,SP,BR,BRASIL,72214,URUPÊS,13,PT,1572
562520,TO,BR,BRASIL,73415,RIO DOS BOIS,13,PT,945
562521,PR,BR,BRASIL,77437,PARANACITY,13,PT,2788
562522,SC,BR,BRASIL,81973,LUIZ ALVES,13,PT,924
563182,RR,BR,BRASIL,3115,NORMANDIA,13,PT,3594
563183,PA,BR,BRASIL,4774,JURUTI,13,PT,13294
563184,PA,BR,BRASIL,5053,ORIXIMINÁ,13,PT,16020
563185,PI,BR,BRASIL,12068,SEBASTIÃO LEAL,13,PT,1972
563186,PI,BR,BRASIL,12122,BETÂNIA DO PIAUÍ,13,PT,3696
563194,PB,BR,BRASIL,20559,JUAZEIRINHO,13,PT,6985
563195,PE,BR,BRASIL,23353,BETÂNIA,13,PT,5770
563196,PE,BR,BRASIL,24554,ITAQUITINGA,13,PT,7064
563205,BA,BR,BRASIL,37095,MANOEL VITORINO,13,PT,7455
563206,MG,BR,BRASIL,40207,FERVEDOURO,13,PT,3215
563207,MG,BR,BRASIL,43630,CONQUISTA,13,PT,1469
563340,RS,BR,BRASIL,86371,ERECHIM,13,PT,9593
563341,RS,BR,BRASIL,86754,SÃO VICENTE DO SUL,13,PT,2500
563342,RS,BR,BRASIL,87351,MACHADINHO,13,PT,1429
563350,CE,BR,BRASIL,13145,ACARAPE,17,PSL,2769
563361,PB,BR,BRASIL,22411,UMBUZEIRO,17,PSL,951
563362,PE,BR,BRASIL,26131,TRIUNFO,17,PSL,1286
563374,BA,BR,BRASIL,36390,ITIRUÇU,17,PSL,1622
563375,BA,BR,BRASIL,38164,PRESIDENTE TANCREDO NEVES,17,PSL,3923
563376,MG,BR,BRASIL,42005,CURRAL DE DENTRO,17,PSL,1457
563377,MG,BR,BRASIL,42170,CAMPANHA,17,PSL,6041
563390,MG,BR,BRASIL,52094,SANTO ANTÔNIO DO RIO ABAIXO,17,PSL,450
563391,SP,BR,BRASIL,62022,LOURDES,17,PSL,904
564087,SP,BR,BRASIL,72095,UBATUBA,13,PT,11741
564088,PR,BR,BRASIL,75850,GUARAQUEÇABA,13,PT,2245
564089,PR,BR,BRASIL,76074,IRATI,13,PT,12333
564090,SC,BR,BRASIL,80977,DIONÍSIO CERQUEIRA,13,PT,3745
564101,GO,BR,BRASIL,92096,ALOÂNDIA,13,PT,506
564120,GO,BR,BRASIL,93734,GOIÂNIA,13,PT,19379
564121,GO,BR,BRASIL,96393,VARJÃO,13,PT,744
564131,PB,BR,BRASIL,20370,INGÁ,17,PSL,3076
564268,PR,BR,BRASIL,74381,IGUATU,17,PSL,818
564269,PR,BR,BRASIL,75876,GUARATUBA,17,PSL,13921
564270,SC,BR,BRASIL,80012,ABELARDO LUZ,17,PSL,5023
564271,SC,BR,BRASIL,81035,FAXINAL DOS GUEDES,17,PSL,3212
564286,RS,BR,BRASIL,86274,DOM FELICIANO,17,PSL,3758
564287,RS,BR,BRASIL,86339,ENCANTADO,17,PSL,9897
564302,GO,BR,BRASIL,96512,MUNDO NOVO,17,PSL,1591
565007,ZZ,BR,BRASIL,29416,BOSTON,17,PSL,11786
565011,RO,BR,BRASIL,51,JI-PARANÁ,13,PT,4606
565012,AM,BR,BRASIL,2070,AUTAZES,13,PT,12407
565022,MG,BR,BRASIL,48798,MUTUM,17,PSL,7666
565023,MG,BR,BRASIL,51390,SALINAS,17,PSL,8308
565024,RJ,BR,BRASIL,58653,NITERÓI,17,PSL,35637
565025,SP,BR,BRASIL,62316,BIRITIBA MIRIM,17,PSL,11348
565026,PI,BR,BRASIL,11452,PAES LANDIM,13,PT,1944
565040,SP,BR,BRASIL,70572,SANTO ANDRÉ,17,PSL,52009
565041,TO,BR,BRASIL,73245,BRASILÂNDIA DO TOCANTINS,17,PSL,529
565042,PR,BR,BRASIL,76570,LAPA,17,PSL,18887
565043,PR,BR,BRASIL,77852,PORTO VITÓRIA,17,PSL,1425
565044,SC,BR,BRASIL,80144,UNIÃO DO OESTE,17,PSL,1183
565045,BA,BR,BRASIL,36790,LAJEDÃO,13,PT,1733
565046,BA,BR,BRASIL,38873,SÃO MIGUEL DAS MATAS,13,PT,5137
565060,PR,BR,BRASIL,84530,TURVO,17,PSL,3651
565061,RS,BR,BRASIL,85693,CAMAQUÃ,17,PSL,23621
565062,MT,BR,BRASIL,90328,SANTO AFONSO,17,PSL,800
565063,MG,BR,BRASIL,53198,SENHORA DE OLIVEIRA,13,PT,2356
565064,MG,BR,BRASIL,53333,SERRA DOS AIMORÉS,13,PT,1899
565938,GO,BR,BRASIL,94030,ITABERAÍ,17,PSL,12060
565941,RJ,BR,BRASIL,58017,ANGRA DOS REIS,13,PT,10786
565942,SP,BR,BRASIL,61433,ANGATUBA,13,PT,4055
565943,SP,BR,BRASIL,61808,PONTALINDA,13,PT,889
565944,SP,BR,BRASIL,68292,PAULICÉIA,13,PT,1182
565961,PR,BR,BRASIL,75582,QUARTO CENTENÁRIO,13,PT,1140
565962,PR,BR,BRASIL,75817,GUARANIAÇU,13,PT,3245
565963,SC,BR,BRASIL,80810,CHAPECÓ,13,PT,21998
565964,RS,BR,BRASIL,85251,ARROIO GRANDE,13,PT,5903
565965,RS,BR,BRASIL,86487,CANDIOTA,13,PT,3524
565977,RS,BR,BRASIL,89036,SARANDI,13,PT,4163
566124,MA,BR,BRASIL,8206,SANTA FILOMENA DO MARANHÃO,13,PT,3287
566125,MA,BR,BRASIL,9431,TUTÓIA,13,PT,20863
566859,MA,BR,BRASIL,9695,MIRANDA DO NORTE,17,PSL,2209
566860,PI,BR,BRASIL,12190,TERESINA,17,PSL,34871
566861,RN,BR,BRASIL,16101,BODÓ,17,PSL,365
566881,PB,BR,BRASIL,22217,SOLÂNEA,17,PSL,4193
566882,ZZ,BR,BRASIL,29904,LA PAZ,17,PSL,146
566883,ZZ,BR,BRASIL,29939,LIBREVILLE,17,PSL,0
566884,ZZ,BR,BRASIL,29971,LONDRES,17,PSL,5227
566885,ZZ,BR,BRASIL,30570,TAIPÉ,17,PSL,178
566886,SE,BR,BRASIL,31593,ITABAIANINHA,17,PSL,6270
566887,BA,BR,BRASIL,34029,CAETANOS,17,PSL,573
566888,BA,BR,BRASIL,35793,IPIAÚ,17,PSL,6627
566899,MG,BR,BRASIL,46779,ITAVERAVA,17,PSL,1564
566900,MG,BR,BRASIL,49913,PEQUI,17,PSL,1472
567761,MG,BR,BRASIL,54410,VISCONDE DO RIO BRANCO,17,PSL,11264
567762,SP,BR,BRASIL,62839,CAIUÁ,17,PSL,1197
567763,SP,BR,BRASIL,66877,MATÃO,17,PSL,30373
567764,SP,BR,BRASIL,70351,SANTA GERTRUDES,17,PSL,9755
567771,AM,BR,BRASIL,2437,ITAPIRANGA,13,PT,2843
567772,PA,BR,BRASIL,5878,GARRAFÃO DO NORTE,13,PT,10084
567773,MA,BR,BRASIL,8010,IGARAPÉ GRANDE,13,PT,4024
567774,MA,BR,BRASIL,8346,SÃO JOÃO DO SOTER,13,PT,7948
567775,PI,BR,BRASIL,10723,CAMPO GRANDE DO PIAUÍ,13,PT,3402
567781,PR,BR,BRASIL,78379,SALTO DO LONTRA,17,PSL,3112
567786,RS,BR,BRASIL,85561,SALDANHA MARINHO,17,PSL,1354
567787,TO,BR,BRASIL,93416,DIANÓPOLIS,17,PSL,3012
567788,TO,BR,BRASIL,93475,DUERÉ,17,PSL,945
567789,GO,BR,BRASIL,94293,JANDAIA,17,PSL,2650
567790,TO,BR,BRASIL,94811,NATIVIDADE,17,PSL,1780
567791,TO,BR,BRASIL,96156,TAGUATINGA,17,PSL,2451
567796,BA,BR,BRASIL,33812,BOQUIRA,13,PT,10054
567797,MG,BR,BRASIL,42773,CARMO DA CACHOEIRA,13,PT,2953
567798,MG,BR,BRASIL,47198,JOAÍMA,13,PT,4454
567799,MG,BR,BRASIL,48330,MESQUITA,13,PT,1333
567944,RN,BR,BRASIL,18171,RODOLFO FERNANDES,13,PT,2421
567945,RN,BR,BRASIL,18279,SANTANA DO MATOS,13,PT,6416
567946,PB,BR,BRASIL,19089,CUITÉ DE MAMANGUAPE,13,PT,3965
567956,ZZ,BR,BRASIL,29351,BARCELONA,13,PT,939
567957,SE,BR,BRASIL,31534,ILHA DAS FLORES,13,PT,3539
567969,MG,BR,BRASIL,53074,SAPUCAÍ-MIRIM,13,PT,1094
567970,ES,BR,BRASIL,56200,PONTO BELO,13,PT,2638
567971,RJ,BR,BRASIL,60011,RIO DE JANEIRO,13,PT,15657
568083,PB,BR,BRASIL,19100,CURRAL DE CIMA,13,PT,2927
568084,PB,BR,BRASIL,21091,OLHO D ÁGUA,13,PT,3725
568085,PE,BR,BRASIL,26190,VENTUROSA,13,PT,8289
568086,AL,BR,BRASIL,27030,ANADIA,13,PT,6182
568668,MG,BR,BRASIL,50750,QUELUZITO,13,PT,750
568669,MG,BR,BRASIL,51039,RIO ESPERA,13,PT,1905
568670,RJ,BR,BRASIL,58793,PIRAÍ,13,PT,5777
568671,SP,BR,BRASIL,62910,CAMPINAS,13,PT,17919
568672,SP,BR,BRASIL,65498,ITAPEVA,13,PT,11919
568673,SP,BR,BRASIL,66990,MIRACATU,13,PT,3274
568674,SP,BR,BRASIL,68470,PENÁPOLIS,13,PT,7460
568693,SP,BR,BRASIL,71072,SÃO PAULO,13,PT,45445
568694,PR,BR,BRASIL,74667,PITANGUEIRAS,13,PT,536
568695,PR,BR,BRASIL,79677,NOVA OLÍMPIA,13,PT,1270
568696,SC,BR,BRASIL,82937,RIO FORTUNA,13,PT,380
568713,RS,BR,BRASIL,87700,SÃO JOÃO DO POLÊSINE,13,PT,605
568714,GO,BR,BRASIL,92274,APARECIDA DE GOIÂNIA,13,PT,27026
568831,SP,BR,BRASIL,71072,SÃO PAULO,13,PT,22716
568832,SP,BR,BRASIL,71455,SOROCABA,13,PT,15420
568833,TO,BR,BRASIL,73539,SANTA TEREZINHA DO TOCANTINS,13,PT,893
568834,PR,BR,BRASIL,74381,IGUATU,13,PT,752
568835,PR,BR,BRASIL,76317,JAGUAPITÃ,13,PT,2194
568836,PR,BR,BRASIL,77410,PARAÍSO DO NORTE,13,PT,2725
568849,PR,BR,BRASIL,84654,DOURADINA,13,PT,1875
568850,MT,BR,BRASIL,90018,ACORIZAL,13,PT,2526
568862,MS,BR,BRASIL,90794,GLÓRIA DE DOURADOS,13,PT,2186
568863,GO,BR,BRASIL,96474,MINAÇU,13,PT,6986
568864,AP,BR,BRASIL,6017,AMAPÁ,17,PSL,1423
568875,CE,BR,BRASIL,14877,NOVA RUSSAS,17,PSL,3936
568876,CE,BR,BRASIL,15237,PORTEIRAS,17,PSL,1047
568877,RN,BR,BRASIL,17795,PARNAMIRIM,17,PSL,55904
568878,AL,BR,BRASIL,27553,FLEXEIRAS,17,PSL,2526
568939,SE,BR,BRASIL,32395,SÃO MIGUEL DO ALEIXO,13,PT,2101
568940,BA,BR,BRASIL,34959,CRUZ DAS ALMAS,13,PT,25147
568959,MG,BR,BRASIL,47791,MACHADO,13,PT,5408
568960,MG,BR,BRASIL,52159,SÃO BENTO ABADE,13,PT,1075
568970,SP,BR,BRASIL,64599,GUARACI,13,PT,2195
568971,PR,BR,BRASIL,78093,RENASCENÇA,13,PT,2216
569572,PA,BR,BRASIL,4650,IGARAPÉ-MIRI,17,PSL,9576
569573,MA,BR,BRASIL,8281,SÃO FRANCISCO DO BREJÃO,17,PSL,1776
569574,PI,BR,BRASIL,12378,FRANCISCO MACEDO,17,PSL,223
569583,CE,BR,BRASIL,14753,MORADA NOVA,17,PSL,8656
569584,RN,BR,BRASIL,17671,OLHO D ÁGUA DO BORGES,17,PSL,540
569585,PB,BR,BRASIL,19364,CACIMBAS,17,PSL,416
569595,MG,BR,BRASIL,42757,CARMÉSIA,17,PSL,597
569596,MG,BR,BRASIL,44431,DIVINOLÂNDIA DE MINAS,17,PSL,1622
569597,MG,BR,BRASIL,45438,FUNILÂNDIA,17,PSL,1712
569607,MG,BR,BRASIL,50253,PIRAÚBA,17,PSL,3424
569608,MG,BR,BRASIL,51675,SANTANA DE CATAGUASES,17,PSL,1284
569609,MG,BR,BRASIL,53074,SAPUCAÍ-MIRIM,17,PSL,2314
569682,ZZ,BR,BRASIL,30325,PORT OF SPAIN,17,PSL,27
569683,ZZ,BR,BRASIL,30600,TEGUCIGALPA,17,PSL,52
569684,BA,BR,BRASIL,36358,ITAQUARA,17,PSL,1122
569685,MG,BR,BRASIL,40347,LAGOA GRANDE,17,PSL,2307
569686,MG,BR,BRASIL,41823,CANTAGALO,17,PSL,721
569708,MG,BR,BRASIL,49530,PASSA TEMPO,17,PSL,2304
569709,SP,BR,BRASIL,61778,ARUJÁ,17,PSL,31746
569710,SP,BR,BRASIL,62111,BARRINHA,17,PSL,9469
569726,PR,BR,BRASIL,74870,CAPANEMA,17,PSL,5744
569787,RO,BR,BRASIL,787,PIMENTEIRAS DO OESTE,17,PSL,847
569788,PA,BR,BRASIL,4871,MARAPANIM,17,PSL,4943
569800,PI,BR,BRASIL,12300,RIACHO FRIO,17,PSL,315
569801,CE,BR,BRASIL,14133,INDEPENDÊNCIA,17,PSL,2639
569802,CE,BR,BRASIL,14338,ITATIRA,17,PSL,1654
569803,PB,BR,BRASIL,19003,RIACHÃO DO POÇO,17,PSL,862
569804,AL,BR,BRASIL,27111,BARRA DE SÃO MIGUEL,17,PSL,2400
569822,BA,BR,BRASIL,35955,ITABERABA,17,PSL,7473
569823,BA,BR,BRASIL,36080,ITAGUAÇU DA BAHIA,17,PSL,736
569824,BA,BR,BRASIL,37990,PLANALTINO,17,PSL,593
570420,SP,BR,BRASIL,68195,PARANAPUÃ,17,PSL,1506
570421,TO,BR,BRASIL,73253,JUARINA,17,PSL,504
570422,PR,BR,BRASIL,75760,NOVA TEBAS,17,PSL,1597
570423,PR,BR,BRASIL,77950,QUATRO BARRAS,17,PSL,9011
570424,PR,BR,BRASIL,79138,TEIXEIRA SOARES,17,PSL,3431
570425,SC,BR,BRASIL,81388,BOM JESUS,17,PSL,953
570443,SC,BR,BRASIL,83739,URUSSANGA,17,PSL,11206
570444,RS,BR,BRASIL,86290,DOM PEDRITO,17,PSL,10132
570445,RS,BR,BRASIL,87670,NOVA PETRÓPOLIS,17,PSL,10608
570446,RS,BR,BRASIL,89150,CAPÃO DA CANOA,17,PSL,19183
570447,RS,BR,BRASIL,89168,COQUEIRO BAIXO,17,PSL,826
570448,RS,BR,BRASIL,89222,FORQUETINHA,17,PSL,1312
570449,MS,BR,BRASIL,90131,ANASTÁCIO,17,PSL,7024
570466,GO,BR,BRASIL,94250,ITUMBIARA,17,PSL,34589
570467,MT,BR,BRASIL,98310,JUÍNA,17,PSL,14479
570576,PR,BR,BRASIL,75060,SAUDADE DO IGUAÇU,17,PSL,1605
570577,PR,BR,BRASIL,76112,ITAGUAJÉ,17,PSL,1291
570578,PR,BR,BRASIL,77151,NOVA ALIANÇA DO IVAÍ,17,PSL,570
570579,PR,BR,BRASIL,77496,PARANAVAÍ,17,PSL,34585
570591,PR,BR,BRASIL,78131,RIBEIRÃO CLARO,17,PSL,4418
570592,PR,BR,BRASIL,78956,SÃO SEBASTIÃO DA AMOREIRA,17,PSL,2707
570593,RS,BR,BRASIL,86398,HERVAL,17,PSL,1252
570594,RS,BR,BRASIL,86550,FARROUPILHA,17,PSL,34114
570595,RS,BR,BRASIL,88790,SÃO LOURENÇO DO SUL,17,PSL,15254
570596,MS,BR,BRASIL,90638,CORUMBÁ,17,PSL,16974
570597,MS,BR,BRASIL,91456,RIO NEGRO,17,PSL,1487
570606,GO,BR,BRASIL,93734,GOIÂNIA,17,PSL,62042
570695,MG,BR,BRASIL,46957,JACUÍ,17,PSL,3020
570696,MG,BR,BRASIL,46973,JACUTINGA,17,PSL,10264
570697,MG,BR,BRASIL,47856,MANGA,17,PSL,2986
570698,MG,BR,BRASIL,47953,MAR DE ESPANHA,17,PSL,3904
570699,MG,BR,BRASIL,48330,MESQUITA,17,PSL,1795
570700,MG,BR,BRASIL,51853,SANTA RITA DE JACUTINGA,17,PSL,1435
570717,SP,BR,BRASIL,71072,SÃO PAULO,17,PSL,62421
570718,TO,BR,BRASIL,73431,RIO DA CONCEIÇÃO,17,PSL,331
570732,SC,BR,BRASIL,80390,BALNEÁRIO CAMBORIÚ,17,PSL,43177
570733,SC,BR,BRASIL,80918,CUNHA PORÃ,17,PSL,5790
570734,SC,BR,BRASIL,81051,FLORIANÓPOLIS,17,PSL,62837
570735,RS,BR,BRASIL,89508,TIO HUGO,17,PSL,1188
572276,PI,BR,BRASIL,11371,NOVO ORIENTE DO PIAUÍ,13,PT,3389
572557,PA,BR,BRASIL,4251,BARCARENA,13,PT,41225
572571,CE,BR,BRASIL,15512,SÃO JOÃO DO JAGUARIBE,13,PT,4079
572572,RN,BR,BRASIL,17590,MOSSORÓ,13,PT,36105
572573,RN,BR,BRASIL,17973,PENDÊNCIAS,13,PT,6150
572574,PB,BR,BRASIL,19224,SÃO DOMINGOS DO CARIRI,13,PT,1314
572575,PE,BR,BRASIL,26255,VICÊNCIA,13,PT,10932
572576,SE,BR,BRASIL,31593,ITABAIANINHA,13,PT,14754
572587,BA,BR,BRASIL,36137,ITAMARAJU,13,PT,16393
572588,ZZ,BR,BRASIL,39209,BRATISLAVA,13,PT,15
572589,MG,BR,BRASIL,40770,ARAÚJOS,13,PT,1234
572596,MG,BR,BRASIL,47350,JURAMENTO,13,PT,1937
573453,ES,BR,BRASIL,56154,BAIXO GUANDU,13,PT,5739
573459,TO,BR,BRASIL,73040,PALMEIRAS DO TOCANTINS,13,PT,1744
573466,RS,BR,BRASIL,84999,IPÊ,13,PT,777
573467,RS,BR,BRASIL,87114,IRAÍ,13,PT,2146
573468,RS,BR,BRASIL,87939,PINHEIRO MACHADO,13,PT,4086
573481,MS,BR,BRASIL,98159,TACURU,13,PT,2954
573482,RO,BR,BRASIL,620,CACAULÂNDIA,17,PSL,1967
573483,PA,BR,BRASIL,5797,SÃO GERALDO DO ARAGUAIA,17,PSL,5519
573492,PI,BR,BRASIL,11312,MONTE ALEGRE DO PIAUÍ,17,PSL,847
573493,PI,BR,BRASIL,12190,TERESINA,17,PSL,29759
573494,CE,BR,BRASIL,13595,CARIDADE,17,PSL,1698
573495,CE,BR,BRASIL,15318,QUIXERÉ,17,PSL,2645
573496,PB,BR,BRASIL,20532,JUAREZ TÁVORA,17,PSL,1088
573497,PB,BR,BRASIL,21830,SÃO JOÃO DO TIGRE,17,PSL,443
573498,PB,BR,BRASIL,22357,TEIXEIRA,17,PSL,1602
573959,AC,BR,BRASIL,1490,XAPURI,13,PT,3400
573960,AM,BR,BRASIL,2119,BARREIRINHA,13,PT,11611
573961,PA,BR,BRASIL,4375,BUJARU,13,PT,10347
573962,PA,BR,BRASIL,4936,MOJU,13,PT,26114
573975,PI,BR,BRASIL,12610,SÃO GONÇALO DO GURGUÉIA,13,PT,1224
573976,CE,BR,BRASIL,14753,MORADA NOVA,13,PT,29611
573977,CE,BR,BRASIL,15733,UBAJARA,13,PT,12393
574098,PI,BR,BRASIL,12220,LAGOA DO SÍTIO,13,PT,2586
574099,CE,BR,BRASIL,15938,ICAPUÍ,13,PT,8792
574100,PB,BR,BRASIL,19933,CONDE,13,PT,9809
574101,PB,BR,BRASIL,20877,MATARACA,13,PT,3979
574102,PB,BR,BRASIL,21016,NAZAREZINHO,13,PT,4395
574103,PE,BR,BRASIL,23019,AFOGADOS DA INGAZEIRA,13,PT,15197
574114,MG,BR,BRASIL,41513,BOM JESUS DA PENHA,13,PT,657
574126,MG,BR,BRASIL,48879,NATÉRCIA,13,PT,749
574127,ES,BR,BRASIL,56871,RIO NOVO DO SUL,13,PT,1638
574128,RJ,BR,BRASIL,58130,CABO FRIO,13,PT,12321
574129,SP,BR,BRASIL,61140,ESPÍRITO SANTO DO TURVO,13,PT,796
574142,SP,BR,BRASIL,67857,ORINDIÚVA,13,PT,1260
574143,PR,BR,BRASIL,74195,ANDIRÁ,13,PT,4168
574377,BA,BR,BRASIL,39640,VEREDA,17,PSL,1184
574378,AM,BR,BRASIL,2496,JUTAÍ,13,PT,6049
574379,PA,BR,BRASIL,4073,ALENQUER,13,PT,14397
574386,MG,BR,BRASIL,46639,ITANHOMI,17,PSL,3015
574387,MG,BR,BRASIL,48356,MINAS NOVAS,17,PSL,2206
574388,MG,BR,BRASIL,51438,SANTA BÁRBARA,17,PSL,7270
574389,SP,BR,BRASIL,62375,BOFETE,17,PSL,3568
574390,MA,BR,BRASIL,7650,COELHO NETO,13,PT,19510
574391,PI,BR,BRASIL,10065,BOM PRINCÍPIO DO PIAUÍ,13,PT,3544
574392,PI,BR,BRASIL,12661,SÃO MIGUEL DA BAIXA GRANDE,13,PT,1263
574393,CE,BR,BRASIL,14311,ITAPIÚNA,13,PT,9161
574394,PB,BR,BRASIL,20338,IBIARA,13,PT,3266
574395,PE,BR,BRASIL,23116,ALAGOINHA,13,PT,7753
574402,SP,BR,BRASIL,67911,OSCAR BRESSANE,17,PSL,1443
574403,SP,BR,BRASIL,69574,RIBEIRA,17,PSL,988
574404,PE,BR,BRASIL,23990,CUPIRA,13,PT,9441
574405,PE,BR,BRASIL,24678,JUREMA,13,PT,6347
574406,PE,BR,BRASIL,24830,MARAIAL,13,PT,4190
574407,PE,BR,BRASIL,25259,POMBOS,13,PT,9747
574408,PE,BR,BRASIL,26271,VITÓRIA DE SANTO ANTÃO,13,PT,9736
574409,PE,BR,BRASIL,26298,CAMARAGIBE,13,PT,27641
574410,BA,BR,BRASIL,35491,SANTA RITA DE CÁSSIA,13,PT,11482
574411,BA,BR,BRASIL,39969,NOVA IBIÁ,13,PT,2155
574412,MG,BR,BRASIL,40193,ÁGUAS VERMELHAS,13,PT,4014
574423,SC,BR,BRASIL,81558,IRINEÓPOLIS,17,PSL,3861
574424,SC,BR,BRASIL,81698,JABORÁ,17,PSL,2198
574425,SC,BR,BRASIL,81795,JOINVILLE,17,PSL,54872
574426,RS,BR,BRASIL,85626,IVORÁ,17,PSL,805
574427,RS,BR,BRASIL,88820,MARQUES DE SOUZA,17,PSL,1801
574428,MS,BR,BRASIL,90395,BATAYPORÃ,17,PSL,3073
574429,MG,BR,BRASIL,43150,CENTRALINA,13,PT,2923
574430,MG,BR,BRASIL,48070,MARMELÓPOLIS,13,PT,762
574431,MG,BR,BRASIL,50318,PLANURA,13,PT,2281
574831,PB,BR,BRASIL,19607,CASSERENGUE,13,PT,3493
574854,SE,BR,BRASIL,31216,CANHOBA,13,PT,2565
574855,ZZ,BR,BRASIL,38881,BELMOPAN,13,PT,0
574856,ZZ,BR,BRASIL,39004,MENDOZA,13,PT,36
574857,MG,BR,BRASIL,41394,BIQUINHAS,13,PT,746
574870,MG,BR,BRASIL,46310,IRAÍ DE MINAS,13,PT,1658
574871,MG,BR,BRASIL,49670,PAULISTAS,13,PT,1766
574872,MG,BR,BRASIL,51659,SANTANA DA VARGEM,13,PT,1849
